capteur,moyenne,sigma_estime,UCL,LCL,nb_points_hors_controle,pct_hors_controle
Sensor_335,0.16821467772814294,0.09752339157450433,0.4607848524516559,-0.12435549699537005,17,1.0848755583918315
Sensor_336,3.423427632418634,1.9811557996612412,9.366895031402358,-2.5200397665650893,34,2.169751116783663
Sensor_337,9.733425430759413,2.1094427914096534,16.06175380498837,3.405097056530453,11,0.7019783024888321
Sensor_338,2.3262619336311423,0.9695488347236942,5.2349084378022255,-0.5823845705399404,23,1.467772814294831
Sensor_339,3.035450319081046,1.465752402561525,7.432707526765621,-1.361806888603529,13,0.8296107211231653
Sensor_340,9.329513848117422,2.0759377575790516,15.557327120854577,3.101700575380267,16,1.0210593490746651
Sensor_341,14.61749980855137,25.85973541253408,92.19670604615361,-62.961706429050864,5,0.3190810465858328
Sensor_342,2.730735162731334,1.131105019791129,6.124050222104721,-0.6625798966420531,16,1.0210593490746651
Sensor_343,0.00028538608806636886,0.0005063268208291442,0.0018043665505538013,-0.0012335943744210638,1,0.06381620931716657
Sensor_344,6.197769623484365,1.712236250373631,11.334478374605258,1.0610608723634716,9,0.574345883854499
Sensor_345,23.217136885768983,8.315713397733758,48.16427707897026,-1.7300033074322876,13,0.8296107211231653
Sensor_348,0.008879834077855775,0.015754440549622748,0.05614315572672402,-0.038383487571012474,1,0.06381620931716657
Sensor_349,0.024673452456924063,0.00767500656685054,0.047698472157475684,0.0016484327563724421,46,2.935545628589662
Sensor_350,0.02523305679642629,0.008228376946278634,0.04991818763526219,0.0005479259575903866,32,2.0421186981493302
Sensor_351,0.02313465220165922,0.011078559912321225,0.0563703319386229,-0.010101027535304456,42,2.6802807913209956
Sensor_352,0.027549266113592857,0.013585058829923101,0.06830444260336216,-0.013205910376176449,22,1.4039566049776642
Sensor_353,0.023334971282705806,0.008581854659746566,0.0490805352619455,-0.0024105926965338927,41,2.6164645820038293
Sensor_354,0.0403576260370134,0.012079212068512632,0.0765952622425513,0.004119989831475504,11,0.7019783024888321
Sensor_355,0.04195590299936184,0.012173695461174064,0.07847698938288403,0.005434816615839645,14,0.8934269304403318
Sensor_356,0.0344643267389917,0.016302263072561437,0.08337111595667601,-0.01444246247869261,35,2.2335673261008293
Sensor_357,1.2986009572431398,0.38853909087615374,2.464218229871601,0.13298368461467858,12,0.7657945118059988
Sensor_358,0.000998085513720485,0.0003743670914739636,0.0021211867881423757,-0.00012501576070140575,50,3.190810465858328
Sensor_360,0.019839948947032546,0.006779480630055343,0.040178390837198576,-0.0004984929431334842,11,0.7019783024888321
Sensor_361,0.0029448627951499684,0.0040116097388657925,0.014979692011747345,-0.00908996642144741,30,1.9144862795149968
Sensor_362,39.93640625398851,11.891228442614786,75.61009158183286,4.262720926144155,7,0.4467134652201659
Sensor_363,0.0181914486279515,0.012133558417796618,0.05459212388134135,-0.018209226625438352,61,3.89278876834716
Sensor_364,332.5551558710913,128.3451686095487,717.5906616997374,-52.48034995755478,22,1.4039566049776642
Sensor_366,0.005197766432673899,0.0019418629928534554,0.011023355411234264,-0.0006278225458864672,41,2.6164645820038293
Sensor_367,0.004813337587747288,0.001733139045134643,0.010012754723151218,-0.00038607954765664063,35,2.2335673261008293
Sensor_368,0.0037710912571793237,0.0018358876117496809,0.009278754092428367,-0.001736571578069719,40,2.5526483726866624
Sensor_369,0.003170197830248883,0.0013995317156236698,0.007368792977119893,-0.0010283973166221264,40,2.5526483726866624
Sensor_377,0.001600829610721123,0.00048487133501807025,0.003055443615775334,0.00014621560566691213,11,0.7019783024888321
Sensor_378,0.0015706445437141032,0.0003874441817704229,0.002732977089025372,0.00040831199840283454,15,0.9572431397574984
Sensor_387,0.008280791320995533,0.005092252927909568,0.02355755010472424,-0.006995967462733172,15,0.9572431397574984
Sensor_388,0.00033924696873005746,0.0006018858183201545,0.002144904423690521,-0.001466410486230406,18,1.148691767708998
Sensor_389,35.1550911295469,13.889101122705002,76.82239449766192,-6.512212238568104,13,0.8296107211231653
Sensor_390,0.0013383535417996171,0.0018049781255944132,0.006753287918582857,-0.004076580834983623,50,3.190810465858328
Sensor_391,1.4318675175494575,1.2129171648415353,5.070619012074063,-2.2068839769751487,2,0.12763241863433314
Sensor_392,0.01094441608168475,0.003542362979266868,0.021571505019485356,0.0003173271438841451,22,1.4039566049776642
Sensor_393,0.004532801531589024,0.002885960979321214,0.013190684469552665,-0.004125081406374617,5,0.3190810465858328
Sensor_394,0.13398953414167197,0.02834965988243074,0.2190385137889642,0.04894055449437976,10,0.6381620931716656
Sensor_406,0.024205934907466496,0.00460030524532848,0.03800685064345194,0.010405019171481057,336,21.442246330567965
Sensor_407,6.726477026164646,1.1231101623144302,10.095807513107935,3.357146539221355,329,20.995532865347798
Sensor_408,1.2320366305041481,0.27406643161870603,2.054235925360266,0.40983733564803004,33,2.105934907466496
Sensor_409,5.339596585832802,1.6520215709718034,10.295661298748211,0.3835318729173922,46,2.935545628589662
Sensor_410,4.5800828972559025,1.7558156820919724,9.84752994353182,-0.6873641490200146,0,0.0
Sensor_411,4.92846589023612,2.0904820860846174,11.199912148489972,-1.3429803680177326,2,0.12763241863433314
Sensor_412,2.6154789406509256,0.44122266831517265,3.9391469455964434,1.2918109357054077,76,4.850031908104659
Sensor_413,30.86883911933631,13.788335801563367,72.23384652402642,-10.496168285353793,59,3.765156349712827
Sensor_414,25.56482354818124,16.10904487423349,73.89195817088171,-22.76231107451923,31,1.9783024888321634
Sensor_416,6.626559604339502,2.091414578861082,12.90080334092275,0.3523158677562561,32,2.0421186981493302
Sensor_417,3.4033701340140396,0.8317165860529153,5.898519892172786,0.9082203758552936,21,1.3401403956604978
Sensor_418,8.189890427568601,3.192215904459118,17.766538140945954,-1.386757285808752,57,3.6375239310784937
Sensor_419,320.236157306956,279.4207837989004,1158.498508703657,-518.0261940897452,0,0.0
Sensor_420,309.01456955966813,306.66139320263045,1228.9987491675595,-610.9696100482231,0,0.0
Sensor_421,1.8210365028717292,0.8719627184043912,4.436924658084903,-0.7948516523414446,13,0.8296107211231653
Sensor_422,4.1742281429483095,1.3475313736945556,8.216822264031975,0.13163402186464257,3,0.1914486279514997
Sensor_424,77.64559907466496,25.74165973184606,154.87057827020314,0.42061987912677523,46,2.935545628589662
Sensor_425,3.314227249521378,1.9207464357852595,9.076466556877156,-2.4480120578344002,19,1.2125079770261646
Sensor_426,6.79242239948947,4.117407418729564,19.144644655678164,-5.559799856699223,24,1.5315890236119976
Sensor_427,1.2336689215060623,0.5294782524025616,2.8221036787137472,-0.35476583570162257,15,0.9572431397574984
Sensor_428,4.0582767389917045,1.2023233913480613,7.6652469130358885,0.4513065649475205,6,0.3828972559029994
Sensor_429,4.209983918315252,3.237069814678949,13.9211933623521,-5.501225525721595,42,2.6802807913209956
Sensor_430,4.171843650287173,2.2344730215664432,10.875262714986503,-2.5315754144121563,14,0.8934269304403318
Sensor_431,18.41226247606892,15.486194555401575,64.87084614227365,-28.046321190135803,41,2.6164645820038293
Sensor_432,22.350675941289087,15.828771919694212,69.83699170037173,-25.13563981779355,55,3.509891512444161
Sensor_433,99.31479495851947,93.58704677409128,380.0759352807933,-181.44634536375435,63,4.020421186981493
Sensor_434,205.44986764518188,195.63772983976884,792.3630571644885,-381.4633218741247,55,3.509891512444161
Sensor_435,14.728155775366941,10.32408471690081,45.70040992606937,-16.24409837533549,33,2.105934907466496
Sensor_436,9.364514231014676,8.528314164923056,34.94945672578385,-16.220428263754492,36,2.297383535417996
Sensor_437,7.5072051052967455,7.987385476391039,31.46936153446986,-16.454951323876372,32,2.0421186981493302
Sensor_438,4.016484428844926,1.26710607954494,7.8178026674797465,0.21516619021010586,19,1.2125079770261646
Sensor_439,54.69389151244417,23.337828399137706,124.70737670985729,-15.31959368496895,17,1.0848755583918315
Sensor_440,70.63729731971922,27.995988050596452,154.62526147150857,-13.350666832070132,16,1.0210593490746651
Sensor_441,11.527330376515634,5.424610178165448,27.801160911011976,-4.7465001579807105,7,0.4467134652201659
Sensor_442,0.802084492661136,0.1716302432904903,1.3169752225326068,0.28719376278966513,0,0.0
Sensor_443,1.3452071793235483,0.563663521371702,3.0361977434386542,-0.3457833847915577,45,2.871729419272495
Sensor_444,0.6339471601786855,0.13946620562847026,1.0523457770640963,0.21554854329327466,1,0.06381620931716657
Sensor_445,0.8950476707083598,0.14201759689501192,1.3211004613933954,0.468994880023324,30,1.9144862795149968
Sensor_446,0.6470924696873005,0.1377482948832912,1.0603373543371741,0.23384758503742686,1,0.06381620931716657
Sensor_447,1.1749960433950222,0.1535258892421402,1.6355737111214428,0.7144183756686016,20,1.2763241863433312
Sensor_448,0.2818939374601149,0.08099864813456155,0.5248898818637995,0.03889799305643021,0,0.0
Sensor_449,0.33221837906828333,0.18130938470874886,0.87614653319453,-0.2117097750579633,72,4.594767070835992
Sensor_453,5.346767485641353,0.7768909132903997,7.677440225512552,3.0160947457701535,14,0.8934269304403318
Sensor_454,5.460822016592215,1.9374904893888756,11.273293484758842,-0.35164945157441174,14,0.8934269304403318
Sensor_455,7.8834487555839186,2.4341480190755687,15.185892812810625,0.5810046983572121,37,2.361199744735163
Sensor_456,3.636689534141672,0.7329337744445351,5.835490857475277,1.4378882108080666,15,0.9572431397574984
Sensor_457,12.325063305679642,4.502316003641206,25.83201131660326,-1.1818847052439772,30,1.9144862795149968
Sensor_458,5.263365571155073,1.9334305906542397,11.063657343117793,-0.5369262008076463,19,1.2125079770261646
Sensor_460,2.8383750159540524,0.676450085142614,4.867725271381895,0.8090247605262104,5,0.3190810465858328
Sensor_461,29.195480248883218,11.283824262021867,63.046953034948814,-4.655992537182382,34,2.169751116783663
Sensor_468,6.250540970006381,2.898275126128819,14.945366348392838,-2.444284408380075,31,1.9783024888321634
Sensor_469,223.84322552648374,194.18999829035442,806.413220397547,-358.72676934457957,49,3.1269942565411615
Sensor_470,5.6615656030631785,1.1907566483700627,9.233835548173367,2.0892956579529907,8,0.5105296745373326
Sensor_471,5.3627486279515,3.1435306332255473,14.793340527628143,-4.067843271725142,16,1.0210593490746651
Sensor_472,9.630209189534142,5.2773985421591805,25.462404816011684,-6.2019864369434,63,4.020421186981493
Sensor_473,137.89004400127632,42.575027286396214,265.61512586046496,10.164962142087688,14,0.8934269304403318
Sensor_474,39.4037068602425,17.89704203010788,93.09483295056614,-14.287419230081134,46,2.935545628589662
Sensor_475,37.6155315571155,17.798654701412097,91.0114956613518,-15.780432547120789,37,2.361199744735163
Sensor_476,4.262625526483727,0.948779075296867,7.108962752374328,1.4162883005931257,13,0.8296107211231653
Sensor_477,20.116232418634333,10.459096673097653,51.49352243792729,-11.261057600658624,53,3.382259093809828
Sensor_478,6.254032291001914,2.894853457333587,14.938592663002673,-2.4305280809988465,18,1.148691767708998
Sensor_479,0.1276324186343331,0.2264431220166119,0.8069617846841688,-0.5516969474155027,1,0.06381620931716657
Sensor_480,3.2830155711550733,0.9183006802351386,6.037917611860489,0.5281135304496578,9,0.574345883854499
Sensor_481,75.51858927887683,30.47753508736176,166.9511945409621,-15.914015983208444,27,1.723037651563497
Sensor_483,318.0370835992342,281.77257037852235,1163.3547947348013,-527.2806275363328,0,0.0
Sensor_484,205.6720959795788,154.75011927891453,669.9224538163223,-258.57826185716476,72,4.594767070835992
Sensor_485,214.11707645181878,179.40654380995085,752.3367078816714,-324.1025549780338,55,3.509891512444161
Sensor_486,199.76150510529675,181.30406629575285,743.6737039925554,-344.1506937819618,58,3.7013401403956605
Sensor_487,301.70088851308236,270.6937017110043,1113.7819936460953,-510.38021661993054,0,0.0
Sensor_488,237.50745386088062,217.53265145648214,890.1054082303269,-415.09050050856575,40,2.5526483726866624
Sensor_489,352.5538797064454,239.9684750414391,1072.4593048307627,-367.3515454178719,0,0.0
Sensor_490,271.3628278876835,210.85076900084238,903.9151348902108,-361.18947911484366,23,1.467772814294831
Sensor_491,51.35226052967453,17.699291572692772,104.45013524775285,-1.7456141884037848,18,1.148691767708998
Sensor_492,2.4412037651563496,0.9717962260989287,5.356592443453136,-0.4741849131404363,50,3.190810465858328
Sensor_494,2.5300463943841733,0.9464985100042571,5.369541924396945,-0.309449135628598,12,0.7657945118059988
Sensor_495,0.9564419910657307,1.3155381307573166,4.903056383337681,-2.990172401206219,29,1.8506700701978303
Sensor_496,6.807825717932355,2.116593695370597,13.157606804044146,0.4580446318205631,10,0.6381620931716656
Sensor_497,29.611163433312058,17.99645825973932,83.60053821253001,-24.378211345905903,59,3.765156349712827
Sensor_498,11.791267038927888,4.5834746904522525,25.541691110284646,-1.9591570324288696,21,1.3401403956604978
Sensor_500,262.8599410976388,304.7132010679058,1176.999544301356,-651.2796621060786,0,0.0
Sensor_501,240.67380650925338,296.04619100024456,1128.812379509987,-647.4647664914803,0,0.0
Sensor_511,55.75230561582642,23.879877358405118,127.39193769104179,-15.887326459388937,57,3.6375239310784937
Sensor_512,275.6272174856414,303.6720778081212,1186.643450910005,-635.3890159387221,0,0.0
Sensor_521,2.6959992980216976,1.6858326426818113,7.7534972260671315,-2.3614986300237364,18,1.148691767708998
Sensor_522,11.610079706445436,20.598392819941488,73.4052581662699,-50.18509875337902,21,1.3401403956604978
Sensor_523,14.728865922144223,5.944487298805287,32.562327818560085,-3.104595974271639,14,0.8934269304403318
Sensor_524,0.4538964262922782,0.6286292039165603,2.3397840380419592,-1.4319911854574028,54,3.446075303126994
Sensor_525,5.687781620931717,2.6631430984665276,13.677210916331301,-2.3016476744678664,5,0.3190810465858328
Sensor_526,5.553869751116784,1.9121361059029194,11.290278068825542,-0.18253856659197432,20,1.2763241863433312
Sensor_527,1.4434574984045947,0.9285976717118195,4.2292505135400535,-1.342335516730864,5,0.3190810465858328
Sensor_528,6.395717038927887,1.4257870596813493,10.673078217971934,2.118355859883839,7,0.4467134652201659
Sensor_540,3.034339885130823,0.5453489714953399,4.670386799616843,1.3982929706448033,301,19.208679004467136
Sensor_541,1.9420248883216336,0.3256792161444888,2.9190625367551,0.9649872398881671,307,19.591576260370132
Sensor_542,9.61085041480536,2.211211934911189,16.244486219538928,2.977214610071794,39,2.488832163369496
Sensor_543,0.11120638162093172,0.0014981476952619043,0.11570082470671743,0.106711938535146,162,10.338225909380983
Sensor_544,0.008470006381620931,0.000897054427868808,0.011161169665227354,0.005778843098014508,130,8.296107211231654
Sensor_545,0.0025093171665603064,0.00019072171951849134,0.0030814823251157806,0.0019371520080048324,142,9.061901723037652
Sensor_546,7.6107708359923425,0.7890287175167342,9.977856988542545,5.24368468344214,130,8.296107211231654
Sensor_547,1.018304275686024,0.32068223916016775,1.9803509931665273,0.05625755820552092,27,1.723037651563497
Sensor_548,403.4760472239949,4.124475784172529,415.8494745765125,391.1026198714773,19,1.2125079770261646
Sensor_549,75.41508104658584,2.55766260880592,83.0880688730036,67.74209322016807,16,1.0210593490746651
Sensor_550,0.6313568602425016,0.4348487473166491,1.9359031021924489,-0.6731893817074456,53,3.382259093809828
Sensor_551,16.90159540523293,2.962691231216543,25.78966909888256,8.013521711583298,13,0.8296107211231653
Sensor_552,1.2173197192086789,0.4519295218427036,2.5731082847367897,-0.1384688463194319,11,0.7019783024888321
Sensor_553,0.2636153158902361,0.1806747778592973,0.805639649468128,-0.2784090176876558,51,3.2546266751754946
Sensor_554,7.658083407785578,1.3567503826888763,11.728334555852207,3.587832259718949,14,0.8934269304403318
Sensor_555,0.49954964901084875,0.19082695895944862,1.0720305258891947,-0.07293122786749706,13,0.8296107211231653
Sensor_556,57.19819151244416,26.57198570238128,136.914148619588,-22.517765594699675,40,2.5526483726866624
Sensor_557,4.1920486279514995,0.7309612284086484,6.384932313177445,1.999164942725554,14,0.8934269304403318
Sensor_558,1.6075944479897895,0.5815031634104145,3.352103938221033,-0.136915042241454,9,0.574345883854499
Sensor_559,0.9949947032546267,0.05398726710324901,1.1569565045643737,0.8330329019448797,81,5.169112954690491
Sensor_560,0.3256859604339502,0.18135716420749437,0.8697574530564334,-0.2183855321885329,12,0.7657945118059988
Sensor_561,0.0724349712827058,0.04121553535682907,0.19608157735319304,-0.051211634787781415,59,3.765156349712827
Sensor_562,32.28332619655392,17.122027084861823,83.64940745113938,-19.082755058031545,14,0.8934269304403318
Sensor_563,262.99838289725585,5.8674118909812245,280.6006185701995,245.3961472243122,28,1.7868538608806637
Sensor_564,0.6746509891512443,0.09810484090106247,0.9689655118544318,0.3803364664480569,21,1.3401403956604978
Sensor_565,6.22111678366305,2.08137460032789,12.46524058464672,-0.023007017320619383,35,2.2335673261008293
Sensor_566,0.1410694639438417,0.06090388734907567,0.3237811259910687,-0.04164219810338529,42,2.6802807913209956
Sensor_567,2.530656126356094,0.805505426709419,4.947172406484351,0.1141398462278369,38,2.4250159540523293
Sensor_568,0.05809396936821953,0.024191682970571456,0.1306690182799339,-0.014481079543494847,49,3.1269942565411615
Sensor_569,2.3735453733248244,0.7905032019057453,4.74505497904206,0.00203576760758839,31,1.9783024888321634
Sensor_570,20.398270421186982,7.5300528235192905,42.98842889174485,-2.1918880493708883,49,3.1269942565411615
Sensor_571,530.5236234205488,6.195384523065498,549.1097769897453,511.9374698513523,55,3.509891512444161
Sensor_572,2.1018363114231016,0.2100745677200801,2.732060014583342,1.4716126082628613,60,3.8289725590299937
Sensor_573,28.45016502871729,33.73049215148139,129.64164148316146,-72.74131142572688,81,5.169112954690491
Sensor_574,0.3456364390555201,0.16177441962627828,0.830959697934355,-0.13968681982331477,66,4.211869814932992
Sensor_575,9.16231499680919,10.661749850547542,41.14756454845181,-22.822934554833434,83,5.296745373324825
Sensor_576,0.10472916400765793,0.04621166317944259,0.24336415354598573,-0.033905825530669856,70,4.467134652201659
Sensor_577,5.563746522016592,6.659995595681278,25.54373330906043,-14.416240265027243,84,5.360561582641991
Sensor_578,16.642362858966177,7.725646268670237,39.81930166497689,-6.534575947044534,71,4.530950861518826
Sensor_583,0.5000962348436503,0.0032404010760577156,0.5098174380718234,0.49037503161547713,3,0.1914486279514997
Sensor_584,0.015316783663050412,0.005413519107270635,0.03155734098486232,-0.0009237736587614943,30,1.9144862795149968
Sensor_585,0.0038463943841735805,0.0010989850819271218,0.007143349629954946,0.0005494391383922149,24,1.5315890236119976
Sensor_586,3.067628430121251,1.09063731284476,6.3395403686555305,-0.20428350841302878,29,1.8506700701978303
Sensor_587,0.02145781748564135,0.0043785042073132075,0.03459333010758098,0.008322304863701727,356,22.718570516911296
Sensor_588,0.016473835354179962,0.003149597384129054,0.025922627506567125,0.007025043201792799,307,19.591576260370132
Sensor_589,0.005282897255903,0.0010310521453221382,0.008376053691869414,0.0021897408199365856,268,17.102744097000638
Sensor_590,99.65234486279516,27.264601562004657,181.44614954880913,17.85854017678119,265,16.91129546904914
